标的,投资周期,价格变动率,收益率,交易费用,最大回撤,平均回撤
国债ETF,7 days,0.19141485505656441,0.038593483870967615,1748.3099999999995,0.00035568914956018993,-0.003661067230503745
国债ETF,15 days,0.19141485505656441,0.03790677499999995,820.4800000000002,0.00033002500000001156,-0.003567166014770251
国债ETF,30 days,0.19141485505656441,0.03766449999999999,403.49999999999994,0.00034957499999987984,-0.0035715940371991994
国债ETF,90 days,0.19141485505656441,0.035896074074074136,134.53,0.0001236296296296402,-0.003166115082259502
国债ETF,180 days,0.19141485505656441,0.029849571428571364,67.33,0.0011824285714285843,-0.0022597502344481324
国债ETF,365 days,0.19141485505656441,0.01946914285714274,27.08,0.004318857142857069,-0.0008181977180370392
国债ETF,3000 days,0.19141485505656441,0.0,0.0,0.0,0.0
十年国债ETF,1 days,0.27079919989546375,0.0031992702136571793,1794.2100000000005,0.00022835944700450028,-8.637151920920516e-05
十年国债ETF,3 days,0.27079919989546375,0.06120762060301499,4280.770000000009,1.1371859296560594e-05,-0.007375642335893273
十年国债ETF,7 days,0.27079919989546375,0.0612087038123168,1832.7600000000002,1.556011730208251e-05,-0.007360616923956398
十年国债ETF,15 days,0.27079919989546375,0.06052049999999998,858.8,6.500000000464468e-07,-0.007279738742138386
十年国债ETF,30 days,0.27079919989546375,0.06021617499999987,422.92999999999995,4.355000000011433e-05,-0.007249602264151056
十年国债ETF,90 days,0.27079919989546375,0.05813844444444438,141.01,0.00012903703703714964,-0.0067744032611227745
十年国债ETF,180 days,0.27079919989546375,0.04749814285714282,64.13,0.0006104285714286783,-0.005545164061096175
十年国债ETF,365 days,0.27079919989546375,0.04128628571428572,26.08,0.0026525714285713375,-0.005493168733153642
十年国债ETF,3000 days,0.27079919989546375,0.0,0.0,0.0,0.0
